date,meantemp
06/09/2013,30.57142857
07/09/2013,30.83333333
08/09/2013,28
09/09/2013,31
10/09/2013,29.66666667
11/09/2013,30.85714286
12/09/2013,31.16666667
13/09/2013,31.14285714
14/09/2013,30.5
15/09/2013,31.625
16/09/2013,29.66666667
17/09/2013,29.25
18/09/2013,29.14285714
19/09/2013,29.8
20/09/2013,28.66666667
21/09/2013,25.2
22/09/2013,28.33333333
23/09/2013,30.28571429
24/09/2013,30.75
25/09/2013,28.57142857
26/09/2013,28.2
27/09/2013,29
28/09/2013,30
29/09/2013,28.14285714
30/09/2013,26.85714286
01/10/2013,28.28571429
02/10/2013,29.2
03/10/2013,28.6
04/10/2013,24.83333333
05/10/2013,28.5
06/10/2013,29.75
07/10/2013,29.71428571
08/10/2013,29.2
09/10/2013,30.83333333
10/10/2013,29.42857143
11/10/2013,23.85714286
12/10/2013,26.14285714
13/10/2013,27.16666667
14/10/2013,27.71428571
15/10/2013,25.85714286
16/10/2013,26.42857143
17/10/2013,26.85714286
18/10/2013,26.33333333
19/10/2013,24.57142857
20/10/2013,24.33333333
21/10/2013,24.875
22/10/2013,27.8
23/10/2013,25
24/10/2013,23.85714286
25/10/2013,22.8
26/10/2013,23
27/10/2013,22.875
28/10/2013,22.66666667
29/10/2013,23
30/10/2013,22.85714286
31/10/2013,23.66666667
01/11/2013,23.42857143
02/11/2013,21.625
03/11/2013,20.625
04/11/2013,21.16666667
05/11/2013,18.83333333
06/11/2013,20.57142857
07/11/2013,20.14285714
08/11/2013,18
09/11/2013,19.85714286
10/11/2013,16.83333333
11/11/2013,18.85714286
12/11/2013,16.57142857
13/11/2013,17.75
14/11/2013,17.625
15/11/2013,17
16/11/2013,16.625
17/11/2013,15.57142857
18/11/2013,18.5
19/11/2013,17.875
20/11/2013,18.25
21/11/2013,17.875
22/11/2013,17.625
23/11/2013,18.14285714
24/11/2013,19.125
25/11/2013,21.25
26/11/2013,21.25
27/11/2013,19.125
28/11/2013,18.625
29/11/2013,17.75
30/11/2013,17.875
01/12/2013,18
02/12/2013,17.25
03/12/2013,17.5
04/12/2013,17.14285714
05/12/2013,17.14285714
06/12/2013,16.125
07/12/2013,16
08/12/2013,16.5
09/12/2013,16.125
10/12/2013,15.5
11/12/2013,16.625
12/12/2013,17.75
13/12/2013,17.14285714
14/12/2013,16.14285714
15/12/2013,15.5
16/12/2013,15.25
17/12/2013,14.75
18/12/2013,14.875
19/12/2013,16.125
20/12/2013,15.375
21/12/2013,14.75
22/12/2013,15.25
23/12/2013,14.25
24/12/2013,13.5
25/12/2013,13.66666667
26/12/2013,12.125
27/12/2013,11.875
28/12/2013,10.875
29/12/2013,10.57142857
30/12/2013,12.375
31/12/2013,14.5
01/01/2014,13.375
02/01/2014,11
03/01/2014,12.5
04/01/2014,12.875
05/01/2014,12.375
06/01/2014,11.42857143
07/01/2014,12.14285714
08/01/2014,11.875
09/01/2014,12.83333333
10/01/2014,12.375
11/01/2014,12.125
12/01/2014,12.875
13/01/2014,14
14/01/2014,14.875
15/01/2014,12
16/01/2014,12.28571429
17/01/2014,12
18/01/2014,12.5
19/01/2014,14.5
20/01/2014,14.625
21/01/2014,13.57142857
22/01/2014,15.25
23/01/2014,15.625
24/01/2014,13.875
25/01/2014,11.75
26/01/2014,14.375
27/01/2014,16.625
28/01/2014,16.625
29/01/2014,14.875
30/01/2014,14.5
31/01/2014,14.75
01/02/2014,14
02/02/2014,15.25
03/02/2014,18.42857143
04/02/2014,18.85714286
05/02/2014,17
06/02/2014,18.5
07/02/2014,19.625
08/02/2014,13.625
09/02/2014,12.875
10/02/2014,12.625
11/02/2014,13.375
12/02/2014,13.25
13/02/2014,15.25
14/02/2014,13
15/02/2014,12.375
16/02/2014,13.5
17/02/2014,15.125
18/02/2014,15.25
19/02/2014,15.125
20/02/2014,16.125
21/02/2014,17.125
22/02/2014,16.625
23/02/2014,16.5
24/02/2014,16.375
25/02/2014,18.125
26/02/2014,18.75
27/02/2014,18.625
28/02/2014,15.625
01/03/2014,16.14285714
02/03/2014,16.125
03/03/2014,17.875
04/03/2014,18.75
05/03/2014,18.875
06/03/2014,18.375
07/03/2014,18.5
08/03/2014,19.875
09/03/2014,22
10/03/2014,20
11/03/2014,20.71428571
12/03/2014,20
13/03/2014,19
14/03/2014,19.625
15/03/2014,21.625
16/03/2014,23.125
17/03/2014,26.25
18/03/2014,24.85714286
19/03/2014,21.75
20/03/2014,21.5
21/03/2014,22.5
22/03/2014,25
23/03/2014,22.75
24/03/2014,22.375
25/03/2014,24.625
26/03/2014,25.125
27/03/2014,23.5
28/03/2014,24.42857143
29/03/2014,25.875
30/03/2014,24.125
31/03/2014,24.125
01/04/2014,24.875
02/04/2014,26.75
03/04/2014,25
04/04/2014,25.85714286
05/04/2014,27.375
06/04/2014,30.125
07/04/2014,27.25
08/04/2014,25.75
09/04/2014,25.75
10/04/2014,26.375
11/04/2014,28.14285714
12/04/2014,29.125
13/04/2014,26.875
14/04/2014,27.625
15/04/2014,29
16/04/2014,27.125
17/04/2014,26.375
18/04/2014,24.25
19/04/2014,25.625
20/04/2014,27
21/04/2014,28
22/04/2014,29.375
23/04/2014,29.125
24/04/2014,29.375
25/04/2014,30.625
26/04/2014,31.5
27/04/2014,30.625
28/04/2014,31.5
29/04/2014,32.125
30/04/2014,33.25
01/05/2014,34.875
02/05/2014,34.375
03/05/2014,31.75
04/05/2014,31.875
05/05/2014,29.75
06/05/2014,29.57142857
07/05/2014,31.75
08/05/2014,31.375
09/05/2014,30.5
10/05/2014,30
11/05/2014,29.625
12/05/2014,28
13/05/2014,25.25
14/05/2014,26.875
15/05/2014,29.5
16/05/2014,31.125
17/05/2014,29.875
18/05/2014,31.5
19/05/2014,32.375
20/05/2014,31.125
21/05/2014,33
22/05/2014,33.25
23/05/2014,34.625
24/05/2014,31.5
25/05/2014,31.5
26/05/2014,30.125
27/05/2014,31.875
28/05/2014,33.625
29/05/2014,35.25
30/05/2014,33.125
31/05/2014,34.625
01/06/2014,32.75
02/06/2014,32.75
03/06/2014,34.875
04/06/2014,35.25
05/06/2014,36.875
06/06/2014,37.5
07/06/2014,38.5
08/06/2014,37.625
09/06/2014,37.875
10/06/2014,37.25
11/06/2014,37.625
12/06/2014,32.875
13/06/2014,30.25
14/06/2014,30.5
15/06/2014,33.875
16/06/2014,36.375
17/06/2014,36.875
18/06/2014,33.875
19/06/2014,35.75
20/06/2014,38
21/06/2014,36.875
22/06/2014,34.5
23/06/2014,32.125
24/06/2014,33
25/06/2014,32.25
26/06/2014,32.5
27/06/2014,34.75
28/06/2014,34.875
29/06/2014,33
30/06/2014,32
01/07/2014,31.375
02/07/2014,29.5
03/07/2014,28.875
04/07/2014,31.38888889
05/07/2014,34.70588235
06/07/2014,30.625
07/07/2014,34
08/07/2014,35
09/07/2014,36
10/07/2014,36.125
11/07/2014,36.625
12/07/2014,35.875
13/07/2014,31.625
14/07/2014,32.375
15/07/2014,33.125
16/07/2014,32.625
17/07/2014,30.75
18/07/2014,27.25
19/07/2014,29.875
20/07/2014,30.875
21/07/2014,32.125
22/07/2014,31.625
23/07/2014,30.625
24/07/2014,30.5
25/07/2014,30.75
26/07/2014,32.5
27/07/2014,31.71428571
28/07/2014,30
29/07/2014,30.25
30/07/2014,31.875
31/07/2014,32.5
01/08/2014,33.25
02/08/2014,30.125
03/08/2014,31.5
04/08/2014,30.5
05/08/2014,29.75
06/08/2014,32.125
07/08/2014,31.125
08/08/2014,31
09/08/2014,29.23529412
10/08/2014,28.5
11/08/2014,31.125
12/08/2014,32.125
13/08/2014,32.125
14/08/2014,30.375
15/08/2014,31.125
16/08/2014,30.42857143
17/08/2014,31.375
18/08/2014,31.875
19/08/2014,33
20/08/2014,33.25
21/08/2014,32.5
22/08/2014,33
23/08/2014,33.125
24/08/2014,33.125
25/08/2014,33.875
26/08/2014,34.125
27/08/2014,33.85714286
28/08/2014,29.625
29/08/2014,30.375
30/08/2014,28.625
31/08/2014,27.625
01/09/2014,29.42857143
02/09/2014,29.25
03/09/2014,28.625
04/09/2014,27.875
05/09/2014,26.5
06/09/2014,28.5
07/09/2014,31
08/09/2014,31.25
09/09/2014,31
10/09/2014,28.75
11/09/2014,26.57142857
12/09/2014,28.5
13/09/2014,29.375
14/09/2014,29.125
15/09/2014,29.625
16/09/2014,30.625
17/09/2014,30.625
18/09/2014,30.5
19/09/2014,31
20/09/2014,31.125
21/09/2014,30.5
22/09/2014,30.625
23/09/2014,31
24/09/2014,29.625
25/09/2014,30
26/09/2014,30
27/09/2014,30.5
28/09/2014,30.25
29/09/2014,30.5
30/09/2014,30.625
01/10/2014,30.42857143
02/10/2014,30.375
03/10/2014,30.5
04/10/2014,31
05/10/2014,30.625
06/10/2014,30.625
07/10/2014,31
08/10/2014,28.75
09/10/2014,27.625
10/10/2014,27.125
11/10/2014,25.71428571
12/10/2014,26
13/10/2014,27.625
14/10/2014,24.5
15/10/2014,24.5
16/10/2014,23
17/10/2014,25
18/10/2014,24
19/10/2014,23.75
20/10/2014,24.75
21/10/2014,25.625
22/10/2014,25.75
23/10/2014,25.25
24/10/2014,25.5
25/10/2014,25.25
26/10/2014,25.125
27/10/2014,24.875
28/10/2014,25.125
29/10/2014,24.75
30/10/2014,23.875
31/10/2014,23.375
01/11/2014,22.5
02/11/2014,22.875
03/11/2014,23.375
04/11/2014,23.625
05/11/2014,22.75
06/11/2014,23
07/11/2014,24
08/11/2014,23.875
09/11/2014,24.125
10/11/2014,21.375
11/11/2014,19.25
12/11/2014,19.625
13/11/2014,18.5
14/11/2014,18.375
15/11/2014,18.625
16/11/2014,18.25
17/11/2014,17.75
18/11/2014,17.625
19/11/2014,17.5
20/11/2014,20.375
21/11/2014,18.25
22/11/2014,19.875
23/11/2014,17.125
24/11/2014,16.875
25/11/2014,16.5
26/11/2014,19.625
27/11/2014,18.125
28/11/2014,19.375
29/11/2014,20.25
30/11/2014,19.75
01/12/2014,20
02/12/2014,21.375
03/12/2014,25
04/12/2014,21.25
05/12/2014,17.75
06/12/2014,18.25
07/12/2014,17.25
08/12/2014,17
09/12/2014,15.28571429
10/12/2014,21.5
11/12/2014,19.625
12/12/2014,17.5
13/12/2014,16
14/12/2014,16.875
15/12/2014,16.625
16/12/2014,17.75
17/12/2014,12.875
18/12/2014,11.75
19/12/2014,11.75
20/12/2014,11.25
21/12/2014,9.5
22/12/2014,9.375
23/12/2014,9.625
24/12/2014,9.875
25/12/2014,9.25
26/12/2014,10.75
27/12/2014,10.375
28/12/2014,9
29/12/2014,11.125
30/12/2014,11.625
31/12/2014,12.375
01/01/2015,14.75
02/01/2015,14.875
03/01/2015,15.125
04/01/2015,14.125
05/01/2015,14
06/01/2015,12
07/01/2015,9.625
08/01/2015,10
09/01/2015,10.625
10/01/2015,11.125
11/01/2015,11
12/01/2015,10.625
13/01/2015,12.25
14/01/2015,12
15/01/2015,12.375
16/01/2015,13
17/01/2015,13.5
18/01/2015,13
19/01/2015,13.75
20/01/2015,13.375
21/01/2015,13.25
22/01/2015,12.625
23/01/2015,14.625
24/01/2015,12.375
25/01/2015,13.25
26/01/2015,13.75
27/01/2015,13.25
28/01/2015,11.71428571
29/01/2015,11.5
30/01/2015,12.75
31/01/2015,13.75
01/02/2015,15
02/02/2015,17.375
03/02/2015,16.75
04/02/2015,14.625
05/02/2015,14.625
06/02/2015,15.125
07/02/2015,15.875
08/02/2015,16.625
09/02/2015,16.875
10/02/2015,15.75
11/02/2015,16
12/02/2015,15.5
13/02/2015,17.25
14/02/2015,19.375
15/02/2015,18.875
16/02/2015,20.625
17/02/2015,21.14285714
18/02/2015,21.25
19/02/2015,22.75
20/02/2015,22.75
21/02/2015,21.875
22/02/2015,22.14285714
23/02/2015,21.5
24/02/2015,22.875
25/02/2015,23.125
26/02/2015,20
27/02/2015,19.25
28/02/2015,21.25
01/03/2015,17.375
02/03/2015,17.5
03/03/2015,16.25
04/03/2015,16.75
05/03/2015,18.75
06/03/2015,20
07/03/2015,18.375
08/03/2015,19.5
09/03/2015,18.125
10/03/2015,17.75
11/03/2015,18.25
12/03/2015,20.5
13/03/2015,21.375
14/03/2015,21.5
15/03/2015,17.625
16/03/2015,19.85714286
17/03/2015,20.875
18/03/2015,20.25
19/03/2015,21.125
20/03/2015,22.5
21/03/2015,24.875
22/03/2015,25.125
23/03/2015,24.75
24/03/2015,25.75
25/03/2015,26.625
26/03/2015,28.5
27/03/2015,27.375
28/03/2015,27
29/03/2015,25
30/03/2015,23.5
31/03/2015,25.25
01/04/2015,26.42857143
02/04/2015,28.71428571
03/04/2015,24.5
04/04/2015,21
05/04/2015,23.57142857
06/04/2015,25
07/04/2015,23.75
08/04/2015,25.625
09/04/2015,26
10/04/2015,27.125
11/04/2015,28.25
12/04/2015,24.375
13/04/2015,24.75
14/04/2015,26.25
15/04/2015,27.625
16/04/2015,25.25
17/04/2015,28.125
18/04/2015,30.125
19/04/2015,32.125
20/04/2015,32.875
21/04/2015,31.75
22/04/2015,30.75
23/04/2015,30.75
24/04/2015,31.125
25/04/2015,30.5
26/04/2015,28.75
27/04/2015,30.125
28/04/2015,31
29/04/2015,31.25
30/04/2015,32.625
01/05/2015,31.25
02/05/2015,30.125
03/05/2015,31
04/05/2015,30.875
05/05/2015,32.125
06/05/2015,34.125
07/05/2015,35.42857143
08/05/2015,34.125
09/05/2015,35.125
10/05/2015,35.125
11/05/2015,34
12/05/2015,33.125
13/05/2015,27.75
14/05/2015,29.625
15/05/2015,28.5
16/05/2015,30
17/05/2015,33.25
18/05/2015,35.375
19/05/2015,31.5
20/05/2015,33.125
21/05/2015,35.625
22/05/2015,36.25
23/05/2015,37.375
24/05/2015,36
25/05/2015,37.75
26/05/2015,35.25
27/05/2015,33.75
28/05/2015,34.75
29/05/2015,35.125
30/05/2015,32.25
31/05/2015,34.25
01/06/2015,29.375
02/06/2015,31.625
03/06/2015,28.625
04/06/2015,31.875
05/06/2015,32.625
06/06/2015,33.375
07/06/2015,35
08/06/2015,36.5
09/06/2015,37.625
10/06/2015,36.625
11/06/2015,35.625
12/06/2015,35.875
13/06/2015,31.125
14/06/2015,27
15/06/2015,31
16/06/2015,32.375
17/06/2015,33.875
18/06/2015,35.125
19/06/2015,35.875
20/06/2015,33.125
21/06/2015,30.375
22/06/2015,32.125
23/06/2015,31.5
24/06/2015,37.25
25/06/2015,26.625
26/06/2015,31.125
27/06/2015,32.625
28/06/2015,34.25
29/06/2015,31.125
30/06/2015,30.875
01/07/2015,32
02/07/2015,33.75
03/07/2015,33
04/07/2015,34.125
05/07/2015,35.71428571
06/07/2015,27.875
07/07/2015,28.125
08/07/2015,31.25
09/07/2015,29.625
10/07/2015,26.625
11/07/2015,25.5
12/07/2015,25.5
13/07/2015,29.875
14/07/2015,30.875
15/07/2015,33.375
16/07/2015,31.75
17/07/2015,30.75
18/07/2015,29.5
19/07/2015,30.125
20/07/2015,29.125
21/07/2015,31.375
22/07/2015,32.25
23/07/2015,32.125
24/07/2015,32
25/07/2015,30.85714286
26/07/2015,30
27/07/2015,29.625
28/07/2015,29.5
29/07/2015,28.5
30/07/2015,29
31/07/2015,29
01/08/2015,28.25
02/08/2015,29.625
03/08/2015,31.5
04/08/2015,29.42857143
05/08/2015,29.59375
06/08/2015,29.5
07/08/2015,29.25
08/08/2015,28.875
09/08/2015,27.375
10/08/2015,30.375
11/08/2015,28.375
12/08/2015,30.75
13/08/2015,32
14/08/2015,30.875
15/08/2015,28.5
16/08/2015,28.625
17/08/2015,30.75
18/08/2015,29.125
19/08/2015,31.25
20/08/2015,30.75
21/08/2015,29.375
22/08/2015,30.25
23/08/2015,29.875
24/08/2015,30.75
25/08/2015,32
26/08/2015,32
27/08/2015,32.5
28/08/2015,32
29/08/2015,32.25
30/08/2015,32.625
31/08/2015,31.85714286
01/09/2015,32.125
02/09/2015,31.875
03/09/2015,31.625
04/09/2015,32
05/09/2015,30.875
06/09/2015,31.25
07/09/2015,31.5
08/09/2015,31.625
09/09/2015,31
10/09/2015,31.25
11/09/2015,30.75
12/09/2015,32.14285714
13/09/2015,32.125
14/09/2015,31.875
15/09/2015,33
16/09/2015,32.375
17/09/2015,31.375
18/09/2015,31
19/09/2015,30.625
20/09/2015,29.14285714
21/09/2015,30.125
22/09/2015,30.25
23/09/2015,28.625
24/09/2015,28.25
25/09/2015,28.5
26/09/2015,29.25
27/09/2015,28.71428571
28/09/2015,28.25
29/09/2015,29
30/09/2015,29
01/10/2015,28.125
02/10/2015,28.28571429
03/10/2015,30
04/10/2015,29
05/10/2015,28.875
06/10/2015,28.375
07/10/2015,28.625
08/10/2015,28.375
09/10/2015,28.5
10/10/2015,28.5
11/10/2015,28.57142857
12/10/2015,29.25
13/10/2015,29.5
14/10/2015,28.125
15/10/2015,27.5
16/10/2015,27.875
17/10/2015,28
18/10/2015,26.85714286
19/10/2015,28.14285714
20/10/2015,27.71428571
21/10/2015,26.5
22/10/2015,24.75
23/10/2015,24
24/10/2015,24.875
25/10/2015,26.375
26/10/2015,25.625
27/10/2015,24.75
28/10/2015,20.875
29/10/2015,22.125
30/10/2015,22.375
31/10/2015,22.375
01/11/2015,22.875
02/11/2015,23.375
03/11/2015,24
04/11/2015,23.75
05/11/2015,22.125
06/11/2015,22.875
07/11/2015,21.875
08/11/2015,21.875
09/11/2015,21.75
10/11/2015,22.75
11/11/2015,21.875
12/11/2015,21.875
13/11/2015,22.375
14/11/2015,22.375
15/11/2015,22.5
16/11/2015,21.875
17/11/2015,19.875
18/11/2015,18.5
19/11/2015,18.5
20/11/2015,18.5
21/11/2015,18.75
22/11/2015,18.625
23/11/2015,17
24/11/2015,18.5
25/11/2015,19.375
26/11/2015,20
27/11/2015,18.5
28/11/2015,18.75
29/11/2015,18.125
30/11/2015,19.5
01/12/2015,19.25
02/12/2015,18.125
03/12/2015,17.625
04/12/2015,17.625
05/12/2015,17.5
06/12/2015,17.125
07/12/2015,17.625
08/12/2015,18.42857143
09/12/2015,18.375
10/12/2015,19
11/12/2015,17.25
12/12/2015,13.25
13/12/2015,12.875
14/12/2015,13.25
15/12/2015,13.125
16/12/2015,13
17/12/2015,12.25
18/12/2015,12.875
19/12/2015,12.375
20/12/2015,11.75
21/12/2015,12.625
22/12/2015,12
23/12/2015,12.5
24/12/2015,11.25
25/12/2015,11.5
26/12/2015,12.75
27/12/2015,15.375
28/12/2015,17.125
29/12/2015,16.375
30/12/2015,15.5
31/12/2015,15
01/01/2016,14.71428571
02/01/2016,14
03/01/2016,14.375
04/01/2016,15.75
05/01/2016,15.83333333
06/01/2016,17.375
07/01/2016,17.125
08/01/2016,15.5
09/01/2016,15.85714286
10/01/2016,15.625
11/01/2016,15.75
12/01/2016,18
13/01/2016,18.26666667
14/01/2016,15.5625
15/01/2016,13
16/01/2016,13.6
17/01/2016,14
18/01/2016,13.26666667
19/01/2016,12.35714286
20/01/2016,12.06666667
21/01/2016,12.1875
22/01/2016,11.73333333
23/01/2016,14.4375
24/01/2016,11.1875
25/01/2016,11.66666667
26/01/2016,14.5625
27/01/2016,17.58333333
28/01/2016,16.85714286
29/01/2016,19.5625
30/01/2016,20.14285714
31/01/2016,17.375
01/02/2016,15.84615385
02/02/2016,15.26666667
03/02/2016,13.125
04/02/2016,16.36363636
05/02/2016,12.66666667
06/02/2016,15.33333333
07/02/2016,15.625
08/02/2016,17.09090909
09/02/2016,17.76923077
10/02/2016,18.13333333
11/02/2016,19.6875
12/02/2016,19.2
13/02/2016,17.06666667
14/02/2016,17.64285714
15/02/2016,17.6
16/02/2016,18.21428571
17/02/2016,18.71428571
18/02/2016,19.46666667
19/02/2016,23.15384615
20/02/2016,23.625
21/02/2016,21
22/02/2016,21
23/02/2016,21.42857143
24/02/2016,21.6875
25/02/2016,22.5625
26/02/2016,22.8
27/02/2016,22.8
28/02/2016,23
29/02/2016,23.875
01/03/2016,24.91666667
02/03/2016,24.93333333
03/03/2016,26
04/03/2016,27.3125
05/03/2016,23.93333333
06/03/2016,22.8125
07/03/2016,23.71428571
08/03/2016,23.42857143
09/03/2016,24
10/03/2016,25.5625
11/03/2016,25.06666667
12/03/2016,24.5625
13/03/2016,24.25
14/03/2016,22.375
15/03/2016,24.06666667
16/03/2016,23.9375
17/03/2016,26.3125
18/03/2016,26.1875
19/03/2016,26.78571429
20/03/2016,27.13333333
21/03/2016,26.625
22/03/2016,25.0625
23/03/2016,26.2
24/03/2016,28.13333333
25/03/2016,29.875
26/03/2016,24.66666667
27/03/2016,26.25
28/03/2016,25.93333333
29/03/2016,27.125
30/03/2016,29.57142857
31/03/2016,30
01/04/2016,30.57142857
02/04/2016,32.3125
03/04/2016,33.3125
04/04/2016,32.8125
05/04/2016,32.3125
06/04/2016,31.375
07/04/2016,29.93333333
08/04/2016,29.26666667
09/04/2016,30.73333333
10/04/2016,32.25
11/04/2016,29.8
12/04/2016,30.2
13/04/2016,31.75
14/04/2016,33.125
15/04/2016,33.625
16/04/2016,35.6875
17/04/2016,34.66666667
18/04/2016,34.625
19/04/2016,34
20/04/2016,34.0625
21/04/2016,34
22/04/2016,33.25
23/04/2016,31.91666667
24/04/2016,31.3125
25/04/2016,31.75
26/04/2016,33.4375
27/04/2016,33.125
28/04/2016,34.15384615
29/04/2016,34.07142857
30/04/2016,33.0625
01/05/2016,34.6875
02/05/2016,38
03/05/2016,35.5
04/05/2016,33.71428571
05/05/2016,30.6
06/05/2016,31.4375
07/05/2016,33.3125
08/05/2016,35.13333333
09/05/2016,33.53333333
10/05/2016,34
11/05/2016,32.5
12/05/2016,35.375
13/05/2016,37.29411765
14/05/2016,36.5625
15/05/2016,37.25
16/05/2016,37.21428571
17/05/2016,37.5
18/05/2016,37.75
19/05/2016,37.375
20/05/2016,37.4
21/05/2016,36.13333333
22/05/2016,36.8
23/05/2016,32.21428571
24/05/2016,31.52631579
25/05/2016,33.2173913
26/05/2016,35.26923077
27/05/2016,38.27272727
28/05/2016,36.0625
29/05/2016,31.5
30/05/2016,26.8125
31/05/2016,32.64285714
